Date,HadCET min,HadCET mean,HadCET max,Load Values England and Wales (MW),London min forecast,London mean  forecast,London max  forecast,Bristol min  forecast,Bristol mean  forecast,Bristol max forecast,Leeds min  forecast,Leeds mean forecast,Leeds max forecast,Covid stringency index
27/07/2019,14.8,16.2,17.5,22134.39583,,,,,,,,,,
28/07/2019,14,16.7,19.3,20791.625,,,,,,,,,,
29/07/2019,11.7,17.6,23.6,23180.33333,,,,,,,,,,
30/07/2019,13.7,16.8,19.9,23708.1875,,,,,,,,,,
31/07/2019,14.9,18,21,23278.54167,,,,,,,,,,
01/08/2019,13.3,18.5,23.6,23786.54167,,,,,,,,,,
02/08/2019,12.5,17.9,23.4,23433.83333,,,,,,,,,,
03/08/2019,12.9,18.3,23.6,21353.39583,,,,,,,,,,
04/08/2019,13.9,19,24.1,20422.8125,,,,,,,,,,
05/08/2019,14.9,18.7,22.5,23220.54167,,,,,,,,,,
06/08/2019,13.3,17.6,21.8,23077.60417,,,,,,,,,,
07/08/2019,13.4,17.1,20.8,22977.85417,,,,,,,,,,
08/08/2019,11.7,17.5,23.2,23816.08333,,,,,,,,,,
09/08/2019,15.8,19.5,23.2,22877.8125,,,,,,,,,,
10/08/2019,15.4,17.6,19.7,19247.83333,,,,,,,,,,
11/08/2019,13.1,15.7,18.2,19620,,,,,,,,,,
12/08/2019,10.6,14.3,17.9,23591.875,,,,,,,,,,
13/08/2019,8.7,14.1,19.6,23566.91667,,,,,,,,,,
14/08/2019,10.1,13.9,17.6,25448.08333,,,,,,,,,,
15/08/2019,13.3,16.5,19.6,22877.47917,,,,,,,,,,
16/08/2019,10.3,13.7,17.1,23911.02083,,,,,,,,,,
17/08/2019,12.9,16.7,20.5,19312.95833,,,,,,,,,,
18/08/2019,11.8,15.8,19.8,18925.22917,,,,,,,,,,
19/08/2019,11.6,15.3,19,22661.5,,,,,,,,,,
20/08/2019,9.5,14.3,19.1,23534.1875,,,,,,,,,,
21/08/2019,10.7,15.5,20.4,23546.60417,,,,,,,,,,
22/08/2019,11.7,16.2,20.8,23555.95833,,,,,,,,,,
23/08/2019,13.5,19,24.4,23376.35417,,,,,,,,,,
24/08/2019,10.6,18.9,27.1,20482.66667,,,,,,,,,,
25/08/2019,13.5,21.7,29.9,20202.02083,,,,,,,,,,
26/08/2019,12.9,19.9,26.8,21462.97917,,,,,,,,,,
27/08/2019,13.4,20.1,26.8,25199.125,,,,,,,,,,
28/08/2019,14,17.2,20.4,25475.25,,,,,,,,,,
29/08/2019,9.1,14.7,20.2,23504.95833,,,,,,,,,,
30/08/2019,13.3,17.5,21.7,22461.39583,,,,,,,,,,
31/08/2019,13.5,16.4,19.4,20140,,,,,,,,,,
01/09/2019,9,13.4,17.9,19525.1875,,,,,,,,,,
02/09/2019,8,13.6,19.2,23666.5625,,,,,,,,,,
03/09/2019,12.6,16.5,20.3,24151.29167,,,,,,,,,,
04/09/2019,13,15.4,17.8,23063.04167,,,,,,,,,,
05/09/2019,9,13,16.9,23505.625,,,,,,,,,,
06/09/2019,9.6,13.6,17.5,23888.5625,,,,,,,,,,
07/09/2019,9.5,13.2,16.9,21634.89583,,,,,,,,,,
08/09/2019,4.3,10.8,17.3,21025.29167,,,,,,,,,,
09/09/2019,9.9,12.2,14.4,26516.1875,,,,,,,,,,
10/09/2019,8.5,13,17.6,25531.52083,,,,,,,,,,
11/09/2019,12.1,16.6,21.2,24789.08333,,,,,,,,,,
12/09/2019,11.6,16.5,21.4,24894.97917,,,,,,,,,,
13/09/2019,8.5,13.4,18.3,24018.33333,,,,,,,,,,
14/09/2019,5,12.9,20.9,20902.1875,,,,,,,,,,
15/09/2019,10.5,15.8,21.1,21375.60417,,,,,,,,,,
16/09/2019,12.8,15,17.2,26211.9375,,,,,,,,,,
17/09/2019,7.1,12.2,17.3,24632.625,,,,,,,,,,
18/09/2019,4.7,11.4,18.1,25341.58333,,,,,,,,,,
19/09/2019,6.6,13.5,20.4,25067.6875,,,,,,,,,,
20/09/2019,7.1,14.2,21.3,23729.125,,,,,,,,,,
21/09/2019,9.9,16.8,23.7,20640.52083,,,,,,,,,,
22/09/2019,13.8,16.7,19.5,22614.79167,,,,,,,,,,
23/09/2019,12.4,15.7,19,25145.97917,,,,,,,,,,
24/09/2019,13.9,16.1,18.2,26107.95833,,,,,,,,,,
25/09/2019,13.8,15.9,18,26567.14583,,,,,,,,,,
26/09/2019,13.8,16.1,18.3,24595.47917,,,,,,,,,,
27/09/2019,11.5,14.1,16.6,24282.66667,,,,,,,,,,
28/09/2019,10.4,14,17.6,21634.85417,,,,,,,,,,
29/09/2019,12,14.6,17.2,22281.5,,,,,,,,,,
30/09/2019,8.8,12.5,16.3,26775.64583,,,,,,,,,,
01/10/2019,11.7,13.9,16.1,26217.45833,,,,,,,,,,
02/10/2019,3.3,8.1,12.9,26323.58333,,,,,,,,,,
03/10/2019,1.6,7.3,13,28119.0625,,,,,,,,,,
04/10/2019,6.2,10.8,15.5,26682.85417,,,,,,,,,,
05/10/2019,9.2,12,14.8,24452.0625,,,,,,,,,,
06/10/2019,10.6,13.1,15.7,22867.91667,,,,,,,,,,
07/10/2019,8.7,11.3,13.9,27643.52083,,,,,,,,,,
08/10/2019,9.7,12.8,15.8,25941.5,,,,,,,,,,
09/10/2019,8.9,11.4,14,26525.83333,,,,,,,,,,
10/10/2019,7.7,11.2,14.8,26153.25,,,,,,,,,,
11/10/2019,11.8,13.5,15.3,26626.54167,,,,,,,,,,
12/10/2019,9.3,11.8,14.3,25081.16667,,,,,,,,,,
13/10/2019,9.8,11.9,14.1,24785.625,,,,,,,,,,
14/10/2019,7.5,10.6,13.7,28761.08333,,,,,,,,,,
15/10/2019,8.7,11.4,14.2,28346.33333,,,,,,,,,,
16/10/2019,8.7,11.6,14.4,27622.5625,,,,,,,,,,
17/10/2019,5,9.5,14,28006,,,,,,,,,,
18/10/2019,7.4,9.9,12.5,27415.79167,,,,,,,,,,
19/10/2019,7.3,10.6,14,25035.25,,,,,,,,,,
20/10/2019,5.3,8.3,11.4,24139.77083,,,,,,,,,,
21/10/2019,7.9,10,12.1,28917.27083,,,,,,,,,,
22/10/2019,4.5,9,13.5,29009.16667,,,,,,,,,,
23/10/2019,3.4,7.9,12.5,29331.95833,,,,,,,,,,
24/10/2019,6.6,9.7,12.9,29177.125,,,,,,,,,,
25/10/2019,6,9.7,13.4,28569.45833,,,,,,,,,,
26/10/2019,7.6,9.1,10.6,26202.875,,,,,,,,,,
27/10/2019,3.1,7.2,11.3,24815.54167,,,,,,,,,,
28/10/2019,-0.2,4.6,9.3,30117.04167,,,,,,,,,,
29/10/2019,2.2,6.3,10.4,29951.08333,,,,,,,,,,
30/10/2019,3,7,11.1,29547.375,,,,,,,,,,
31/10/2019,3.5,7.6,11.8,30366.29167,,,,,,,,,,
01/11/2019,5.9,10.2,14.4,29301.77083,,,,,,,,,,
02/11/2019,8.2,9.7,11.2,26032.02083,,,,,,,,,,
03/11/2019,5.5,8.4,11.2,26391.125,,,,,,,,,,
04/11/2019,5.8,8.5,11.2,30312.91667,,,,,,,,,,
05/11/2019,6.5,8.8,11.1,30147.625,,,,,,,,,,
06/11/2019,1.4,4.7,7.9,31537.66667,,,,,,,,,,
07/11/2019,3.7,6.6,9.4,31099.58333,,,,,,,,,,
08/11/2019,2,4.9,7.8,30901.625,,,,,,,,,,
09/11/2019,-1,2.4,5.7,29663.16667,,,,,,,,,,
10/11/2019,1.1,5,8.9,27704.625,,,,,,,,,,
11/11/2019,2.2,5.5,8.8,30299.20833,,,,,,,,,,
12/11/2019,3.2,5.5,7.8,31091.64583,,,,,,,,,,
13/11/2019,1.5,5,8.5,32038.70833,,,,,,,,,,
14/11/2019,2.5,4.5,6.4,32261.39583,,,,,,,,,,
15/11/2019,3.4,5.9,8.5,31660.1875,,,,,,,,,,
16/11/2019,4.5,6.7,9,29102.22917,,,,,,,,,,
17/11/2019,3.1,5.8,8.4,28894.64583,,,,,,,,,,
18/11/2019,1.7,4.8,7.9,31913.3125,,,,,,,,,,
19/11/2019,-2.4,2.2,6.7,33864.77083,,,,,,,,,,
20/11/2019,-0.8,3.3,7.5,32691.1875,,,,,,,,,,
21/11/2019,2.7,4.6,6.5,33330.89583,,,,,,,,,,
22/11/2019,3.5,6.2,8.9,32025,,,,,,,,,,
23/11/2019,6.1,7.8,9.4,28753.16667,,,,,,,,,,
24/11/2019,7.1,8.6,10.1,28614.625,,,,,,,,,,
25/11/2019,7.5,9.5,11.4,31469.875,,,,,,,,,,
26/11/2019,8.7,10.8,12.9,31256.3125,,,,,,,,,,
27/11/2019,7.4,8.9,10.3,31597.89583,,,,,,,,,,
28/11/2019,6.7,7.7,8.7,31434.6875,,,,,,,,,,
29/11/2019,-0.6,2.9,6.3,32043.29167,,,,,,,,,,
30/11/2019,-1.8,1.9,5.7,30236.60417,,,,,,,,,,
01/12/2019,-0.9,2.5,5.9,29728.41667,,,,,,,,,,
02/12/2019,-2.5,1.5,5.5,33888.125,,,,,,,,,,
03/12/2019,-0.4,3.8,8,33483.27083,,,,,,,,,,
04/12/2019,0,4.2,8.3,33708.0625,,,,,,,,,,
05/12/2019,0.8,5.9,11,32703.29167,,,,,,,,,,
06/12/2019,3.9,8,12.2,30240.60417,,,,,,,,,,
07/12/2019,7,9.1,11.2,27481.16667,,,,,,,,,,
08/12/2019,7.3,8.3,9.3,25738.54167,,,,,,,,,,
09/12/2019,5,6.6,8.3,30906.75,,,,,,,,,,
10/12/2019,0.8,6.3,11.9,32033.77083,,,,,,,,,,
11/12/2019,2.6,4.7,6.9,32715.29167,,,,,,,,,,
12/12/2019,0.4,4.1,7.9,33333.77083,,,,,,,,,,
13/12/2019,3.8,5.7,7.6,31567.91667,,,,,,,,,,
14/12/2019,3.4,5,6.6,28262.79167,,,,,,,,,,
15/12/2019,2.4,4.8,7.3,28059.52083,,,,,,,,,,
16/12/2019,3.3,5.1,7,32635.41667,,,,,,,,,,
17/12/2019,2,3.6,5.2,33985.29167,,,,,,,,,,
18/12/2019,-0.2,5.5,11.2,32994.79167,,,,,,,,,,
19/12/2019,1.5,6.8,12.1,30926.70833,,,,,,,,,,
20/12/2019,7.1,7.7,8.2,31133.83333,,,,,,,,,,
21/12/2019,3.4,6.2,9.1,28303.58333,,,,,,,,,,
22/12/2019,5.5,6.9,8.3,27178.22917,,,,,,,,,,
23/12/2019,4.8,7,9.3,28506.02083,,,,,,,,,,
24/12/2019,5.4,7.7,9.9,27261.85417,,,,,,,,,,
25/12/2019,2.9,5.4,8,24967.20833,,,,,,,,,,
26/12/2019,1.4,4.3,7.2,25078.6875,,,,,,,,,,
27/12/2019,3.9,6.2,8.4,28055.52083,,,,,,,,,,
28/12/2019,4.9,7.1,9.4,26781.54167,,,,,,,,,,
29/12/2019,6.6,7.9,9.1,25875.14583,,,,,,,,,,
30/12/2019,3.5,6.3,9.2,27736.95833,,,,,,,,,,
31/12/2019,2.6,5.2,7.8,28006.54167,,,,,,,,,,
01/01/2020,3.1,5.2,7.2,26636.6458333333,,,,,,,,,,
02/01/2020,3.7,7,10.3,29044.2083333333,,,,,,,,,,
03/01/2020,5.4,6.8,8.3,29507.0208333333,,,,,,,,,,
04/01/2020,3.3,6,8.6,27515.1458333333,,,,,,,,,,
05/01/2020,4.9,6.7,8.5,27391.875,,,,,,,,,,
06/01/2020,6.4,7.7,9,29621.6041666667,,,,,,,,,,
07/01/2020,4.4,8.6,12.8,30507.5,,,,,,,,,,
08/01/2020,7.5,9.4,11.3,30946.7291666667,,,,,,,,,,
09/01/2020,5.9,8.1,10.2,30642.1458333333,,,,,,,,,,
10/01/2020,2.6,5.8,9.1,30888.7708333333,,,,,,,,,,
11/01/2020,2.4,6.6,10.8,26531.4166666667,,,,,,,,,,
12/01/2020,7.1,8.2,9.3,26746.1875,,,,,,,,,,
13/01/2020,3.7,6.5,9.3,30612,,,,,,,,,,
14/01/2020,5.1,8.6,12.2,30864.375,,,,,,,,,,
15/01/2020,5.5,7.1,8.7,30602.125,,,,,,,,,,
16/01/2020,4.7,8,11.4,30767.6458333333,,,,,,,,,,
17/01/2020,6,6.6,7.2,31210.1458333333,,,,,,,,,,
18/01/2020,1.2,4.1,7.1,28988.6666666667,,,,,,,,,,
19/01/2020,-1.4,2.1,5.5,29612.5416666667,,,,,,,,,,
20/01/2020,-1.5,2.7,7,33358.1666666667,,,,,,,,,,
21/01/2020,-0.4,3.4,7.2,33704.2708333333,,,,,,,,,,
22/01/2020,1.4,4.7,8.1,33521.4791666667,,,,,,,,,,
23/01/2020,5.2,6.3,7.4,33567.4791666667,,,,,,,,,,
24/01/2020,5,5.9,6.9,32929.5625,,,,,,,,,,
25/01/2020,4.9,6.1,7.3,29708.7708333333,,,,,,,,,,
26/01/2020,5.1,7,9,27952.3958333333,,,,,,,,,,
27/01/2020,4.4,5.9,7.4,31559.6875,,,,,,,,,,
28/01/2020,1.3,4.1,6.8,31357.7291666667,,,,,,,,,,
29/01/2020,1.7,5.6,9.4,31121.4166666667,,,,,,,,,,
30/01/2020,3.7,7.6,11.6,31067.125,,,,,,,,,,
31/01/2020,7.4,9.4,11.5,29379.0208333333,,,,,,,,,,
01/02/2020,8.2,9.1,10.1,25238.7916666667,,,,,,,,,,
02/02/2020,5.1,8,10.9,26391.6041666667,,,,,,,,,,11.11
03/02/2020,6.2,7.6,8.9,29361.6458333333,,,,,,,,,,11.11
04/02/2020,3.1,6.2,9.3,30596.4166666667,,,,,,,,,,11.11
05/02/2020,2,5.2,8.4,32418.1458333333,,,,,,,,,,11.11
06/02/2020,-0.7,4,8.7,32186.8541666667,,,,,,,,,,11.11
07/02/2020,-0.5,4.6,9.7,30653.5,,,,,,,,,,11.11
08/02/2020,2.3,7,11.8,25875.5,,,,,,,,,,11.11
09/02/2020,5.6,9,12.4,26455.125,,,,,,,,,,11.11
10/02/2020,3.8,5.5,7.2,30121.5833333333,,,,,,,,,,11.11
11/02/2020,1.7,3.8,5.9,30549,,,,,,,,,,11.11
12/02/2020,2.4,5,7.7,31024.6666666667,2,4.5,7,1,3,5,1,3,5,11.11
13/02/2020,3.2,5.9,8.6,31617.5416666667,-1,2,5,-2,1.5,5,-1,2,5,11.11
14/02/2020,1.8,6.3,10.8,31042.2291666667,3,5,7,2,4.5,7,2,4,6,11.11
15/02/2020,4.1,8.2,12.2,27205.8125,7,9.5,12,6,9,12,7,9.5,12,11.11
16/02/2020,7.1,8,8.8,25954.5625,4,6,8,4,5.5,7,3,5,7,11.11
17/02/2020,4.2,6.8,9.5,29265.7083333333,4,7,10,4,6,8,4,5.5,7,11.11
18/02/2020,3.7,6.4,9.1,30158.9166666667,4,7.5,11,4,6,8,4,6.5,9,11.11
19/02/2020,3.1,6.3,9.5,31402.375,8,8.5,9,8,8.5,9,9,9,9,11.11
20/02/2020,4.2,6.9,9.7,30167.1041666667,3,7,11,4,7.5,11,4,7.5,11,11.11
21/02/2020,3.5,7,10.5,29856.8958333333,9,10,11,8,9,10,9,10,11,11.11
22/02/2020,6.9,9,11.1,25664.9375,9,10,11,9,10,11,7,8.5,10,11.11
23/02/2020,6.5,8.5,10.4,26056.7291666667,9,11,13,8,9.5,11,7,8.5,10,11.11
24/02/2020,4.2,8,11.8,30116.2083333333,6,10,14,6,9.5,13,5,8.5,12,11.11
25/02/2020,2.9,5.2,7.4,30510.5625,2,4,6,2,4.5,7,2,4,6,11.11
26/02/2020,1.5,4.3,7.1,31136.45833,3,5.5,8,3,5.5,8,1,3.5,6,11.11
27/02/2020,1.5,4.5,7.4,31381.8542,1,4,7,2,5,8,2,4,6,11.11
28/02/2020,9,5.6,10.4,32045.7292,8,10,12,6,9.5,13,6,7.5,9,11.11
29/02/2020,3.2,5.7,8.2,25985.0625,4,6.5,9,4,5.5,7,3,5,7,11.11
01/03/2020,2.5,5.3,8.2,25591.64583,4,7,10,4,6.5,9,3,6,9,11.11
02/03/2020,0.7,4.6,8.5,30753.70833,2,5.5,9,4,6,8,2,4.5,7,11.11
03/03/2020,1.8,5.3,8.7,31300.83333,0,4.5,9,2,5.5,9,0,4,8,11.11
04/03/2020,1.2,4.1,7.1,32614.16667,6,7.5,9,4,6,8,1,4.5,8,11.11
05/03/2020,2.3,4.6,6.8,33012.45833,1,4.5,8,1,4.5,8,-1,3.5,8,11.11
06/03/2020,-1.7,3.9,9.5,30921.45833,2,6,10,2,5,8,2,5.5,9,11.11
07/03/2020,1.8,6.9,12,26750.8125,9,11,13,7,10,13,7,10,13,11.11
08/03/2020,6.3,8.8,11.3,24446.22917,5,8.5,12,5,7.5,10,5,7.5,10,11.11
09/03/2020,5.6,8,11.4,29409.77083,8,10,12,6,7.5,9,6,7.5,9,11.11
10/03/2020,3.8,9.5,13,28537.25,9,12,15,8,10.5,13,4,8.5,13,11.11
11/03/2020,5.6,9,12.4,27706.3333,4,9,14,4,8,12,3,7,11,11.11
12/03/2020,2.5,5.8,9.5,27444.41666,6,8,10,5,6.5,8,3,6,9,11.11
13/03/2020,3.6,7.1,10.7,29577.4375,6,8.5,11,6,8,10,3,5.5,8,11.11
14/03/2020,5.5,8.5,11.4,26263.64583,8,10.5,13,8,9.5,11,8,10,12,11.11
15/03/2020,7.4,8.5,9.5,25422.4375,9,12,15,9,10,11,8,10.5,13,11.11
16/03/2020,1.8,6.3,10.8,28355.91667,4,8,12,5,8,11,7,9,11,14.81
17/03/2020,5.6,9.2,12.5,28129.4375,8,11.5,15,9,11.5,14,6,10,14,20.37
18/03/2020,5.1,8.5,11.4,29714.2291666667,7,10.5,14,4,8.5,13,1,4.5,8,20.37
19/03/2020,7.1,8.5,9.5,30231.8958333333,5,6.5,8,4,5.5,7,2,5.5,9,20.37
20/03/2020,2.5,6.3,10.8,28020.6875,3,6,9,2,4.5,7,1,3.5,6,20.37
21/03/2020,4.8,9.4,13.2,23768.0625,2,6,10,1,4.5,8,1,4.5,8,29.63
22/03/2020,7.5,8.2,9.1,23653.625,4,6.5,9,3,5.5,8,2,5,8,35.19
23/03/2020,3.4,6,7.7,26579.875,3,7,11,2,6,10,2,6.5,11,70.37
24/03/2020,3.4,6.5,9.5,25158.75,1,6.5,12,1,6,11,1,6,11,70.37
25/03/2020,2.1,6.5,9.9,24534.0625,2,6.5,11,2,6,10,2,5.5,9,70.37
26/03/2020,0.8,5.9,10.8,24191.8125,1,7,13,-1,6.5,14,-1,6,13,75.93
27/03/2020,-0.3,6.1,12.7,23257.75,4,9,14,2,7.5,13,3,7.5,12,75.93
28/03/2020,1.2,8.6,15.3,21688.625,3,8,13,2,7.5,13,2,5.5,9,75.93
29/03/2020,1.1,9.3,15.5,21771.6875,3,6.5,10,3,7.5,12,3,5.5,8,75.93
30/03/2020,0.3,7,14.1,25639.2708333333,3,7,11,4,7,10,4,6.5,9,75.93
31/03/2020,-0.1,6.1,12.3,26066.1041666667,1,6,11,2,6.5,11,3,7,11,75.93
01/04/2020,3.1,6.4,10.4,26426.1041666667,3,6.5,10,4,7,10,6,7.5,9,75.93
02/04/2020,1.6,5,8.1,23802.6041666667,4,8.5,13,4,8,12,1,6.5,12,75.93
03/04/2020,0.8,5,9.2,24155.4791666667,3,7.5,12,4,8,12,4,7,10,75.93
04/04/2020,2.4,6.6,10.2,21136.3125,8,12,16,8,11,14,6,10,14,75.93
05/04/2020,0.8,6.2,9.2,18944.4583333333,7,11.5,16,7,9.5,12,4,8.5,13,75.93
06/04/2020,4.3,8.9,11.9,21390.6041666667,7,10.5,14,6,9.5,13,5,8.5,12,75.93
07/04/2020,4.4,8.5,11.9,21933.5208333333,6,10.5,15,5,9,13,2,6.5,11,75.93
08/04/2020,2.3,8.9,14.6,21893.25,7,10.5,14,4,7.5,11,3,8,13,75.93
09/04/2020,5.7,12.1,19.4,20978.8958333333,8,13,18,5,8.5,12,4,9,14,75.93
10/04/2020,9.2,11.9,14.6,19465.2291666667,6,11,16,6,10,14,5,9,13,75.93
11/04/2020,1.8,9.8,17,18900.1875,6,11.5,17,7,11.5,16,4,8,12,75.93
12/04/2020,6.2,13.8,19.9,18774.3333333333,8,11,14,8,11.5,15,3,8.5,14,75.93
13/04/2020,6.3,13,19.2,18374.8125,6,10,14,8,10,12,2,7,12,75.93
14/04/2020,6.1,15.1,22.4,21415.6875,9,12.5,16,9,11.5,14,5,8,11,75.93
15/04/2020,7.7,15.3,21.4,20932.25,9,12,15,7,11,15,6,10,14,75.93
16/04/2020,6.4,13.7,19.7,20651.9166666667,8,13,18,6,9.5,13,6,10.5,15,75.93
17/04/2020,4.9,8,10.3,20799.8333333333,7,11.5,16,6,9,12,5,9.5,14,75.93
18/04/2020,-0.3,6.2,12.6,21556.9583333333,6,11,16,8,11,14,4,8.5,13,75.93
19/04/2020,-0.1,9.6,17.2,18633.9583333333,8,13,18,7,12,17,4,10,16,75.93
20/04/2020,2.3,11.3,19.1,18999.5,9,12.5,16,8,13,18,6,10,14,75.93
21/04/2020,7.3,10.8,13.4,18999.9375,9,13,17,8,14,20,6,11,16,75.93
22/04/2020,5.1,8.1,10.5,19595.4375,8,14,20,6,14,22,4,10.5,17,75.93
23/04/2020,5.1,10.7,15.8,20438.6875,7,15,23,8,15.5,23,5,12,19,75.93
24/04/2020,3.7,9.9,16.3,20185.4130434783,7,14.5,22,9,15,21,3,11,19,75.93
25/04/2020,5.7,11.6,17.7,19103.8958333333,6,12,18,8,13.5,19,8,13.5,19,75.93
26/04/2020,4.8,12.5,19.5,19061.4166666667,5,10.5,16,7,12.5,18,7,11,15,75.93
27/04/2020,5.3,12.6,20.2,21667.0833333333,5,10.5,16,7,11,15,5,8.5,12,75.93
28/04/2020,4.9,12.6,19.9,24053.9375,6,9,12,6,8.5,11,5,7.5,10,75.93
29/04/2020,4.4,11.7,17.6,22925.3125,7,10.5,14,6,9.5,13,6,8.5,11,75.93
30/04/2020,3.7,12.4,18.2,22257.2291666667,7,9.5,12,7,9.5,12,6,9.5,13,75.93
01/05/2020,6.8,11.1,14.2,21424.8333333333,6,9,12,5,9.5,14,7,10.5,14,75.93
02/05/2020,6.3,8.3,9.5,19572.4583333333,6,10,14,5,10,15,8,11,14,75.93
03/05/2020,5.4,9.1,12.4,21039.7708333333,9,12.5,16,9,12.5,16,7,11.5,16,75.93
04/05/2020,5.6,8.8,11.7,20939.875,7,12.5,18,7,13,19,4,8.5,13,75.93
05/05/2020,5.7,9.9,14,20307.4583333333,8,14,20,9,13.5,18,6,10.5,15,75.93
06/05/2020,4.4,9.8,15.2,20412.3541666667,8,15,22,8,14,20,6,12,18,75.93
07/05/2020,5.8,10.3,14.8,20450.3333333333,10,16.5,23,10,16.5,23,9,15.5,22,75.93
08/05/2020,7.1,11.7,16.4,18909,11,17,23,11,16.5,22,9,15.5,22,75.93
09/05/2020,5.8,10.5,15.1,17853.9583333333,12,18,24,12,18,24,8,15.5,23,75.93
10/05/2020,3.1,10.5,17.8,18591.5416666667,3,6.5,10,2,6,10,2,5.5,9,75.93
11/05/2020,5,12.9,20.8,20083.0833333333,3,7,11,2,7,12,3,6,9,75.93
12/05/2020,9.3,15.1,20.9,21945.2916666667,6,10.5,15,4,9,14,3,8,13,75.93
13/05/2020,8.9,16.1,23.3,21674.5833333333,4,8,12,2,7.5,13,1,5.5,10,66.67
14/05/2020,9.2,10.9,12.5,21415.0833333333,4,9,14,4,10,16,6,10.5,15,66.67
15/05/2020,2.3,6.9,11.5,19264.1041666667,7,12.5,18,6,11.5,17,6,11,16,66.67
16/05/2020,5.9,10.8,15.7,18385.4791666667,8,13,18,7,12,17,8,11,14,66.67
17/05/2020,8.2,13,17.8,19895.3125,9,14.5,20,8,12.5,17,11,14,17,66.67
18/05/2020,9.8,13.5,17.2,20745.7708333333,11,17,23,11,14.5,18,12,15,18,66.67
19/05/2020,11.3,16,20.7,20388.375,12,18.5,25,11,16.5,22,12,18.5,25,66.67
20/05/2020,9.1,16.8,24.6,20344.9166666667,14,20.5,27,12,19,26,12,19.5,27,66.67
21/05/2020,10.4,16,21.7,20344.91667,16,21.5,27,13,18,23,14,17.5,21,66.67
22/05/2020,13.2,15.8,18.5,17888.02083,11,16.5,22,11,14.5,18,10,14.5,19,66.67
23/05/2020,10,13.2,16.3,16803.625,11,14.5,18,11,13.5,16,12,14,16,66.67
24/05/2020,11.2,15,18.7,17243.5,12,18,24,11,14.5,18,12,15,18,66.67
25/05/2020,6.6,14.3,21.9,17680.29167,12,18.5,25,10,16,22,11,16.5,22,66.67
26/05/2020,10.7,16,21.3,20209.04167,14,20,26,11,16.5,22,9,15,21,66.67
27/05/2020,8.9,15.9,22.8,20342.45833,11,18.5,26,12,18.5,25,8,15,22,66.67
28/05/2020,10.4,17,23.6,19628.5625,10,16,22,11,18,25,12,18,24,66.67
29/05/2020,10.1,17.1,24.1,22925.3125,10,16,22,9,17,25,8,16,24,66.67
30/05/2020,8.8,16.5,24,17248.79167,12,18,24,12,19,26,7,14,21,66.67
31/05/2020,10,17.4,24.8,16899.70833,12,18,24,11,18.5,26,8,15.5,23,66.67
01/06/2020,9,16.4,23.9,19938.916666,12,18.5,25,12,19,26,8,15,22,64.81
02/06/2020,9.6,17.1,24.6,20287.29167,14,20,26,14,20,26,12,18,24,64.81
03/06/2020,12.6,13.7,14.7,21747.45833,11,14.5,18,10,13.5,17,8,10.5,13,64.81
04/06/2020,8.3,11.8,15.2,21661.2291666666,10,13.5,17,11,14,17,8,11,14,64.81
05/06/2020,8.2,11.6,15.1,19936.8958333333,10,14,18,10,13.5,17,6,10,14,64.81
06/06/2020,6.4,11.2,15.7,18555.60417,8,12,16,9,12.5,16,9,11.5,14,64.81
07/06/2020,,,,,10,14.5,19,9,14,19,6,10,14,
08/06/2020,,,,,8,12.5,17,10,14,18,6,10,14,
09/06/2020,,,,,,,,,,,,,,
