Date,HadCET min,HadCET mean,HadCET max,Load Values England and Wales (MW),London min forecast,London mean  forecast,London max  forecast,Bristol min  forecast,Bristol mean  forecast,Bristol max forecast,Leeds min  forecast,Leeds mean forecast,Leeds max forecast
1/1/2017,4.4,5.2,6,27079.97917,,,,,,,,,
1/2/2017,-0.6,2,4.6,29568.08333,,,,,,,,,
1/3/2017,-1.2,2.7,6.6,34100.54167,,,,,,,,,
1/4/2017,2.2,4.9,7.6,34647.02083,,,,,,,,,
1/5/2017,-3.2,1.2,5.6,36120.77083,,,,,,,,,
1/6/2017,-3.2,2.5,8.2,35610.45833,,,,,,,,,
1/7/2017,2.2,5.9,9.6,31626.25,,,,,,,,,
1/8/2017,6.6,8.1,9.6,30309.66667,,,,,,,,,
1/9/2017,6.8,7.7,8.6,33324.625,,,,,,,,,
1/10/2017,3.9,7.3,10.6,34039.04167,,,,,,,,,
1/11/2017,6,7.5,9.1,32682.79167,,,,,,,,,
1/12/2017,3.2,3.9,4.7,35262.75,,,,,,,,,
1/13/2017,0,2.5,5,34623.9375,,,,,,,,,
1/14/2017,-0.6,2.7,6,31961.1875,,,,,,,,,
1/15/2017,1.6,5.3,9,31350.625,,,,,,,,,
1/16/2017,5,6.4,7.8,35477.8125,,,,,,,,,
1/17/2017,3.3,4.6,6,35871.97917,,,,,,,,,
1/18/2017,2.1,4.2,6.4,36255.89583,,,,,,,,,
1/19/2017,2.4,4.5,6.6,36207.58333,,,,,,,,,
1/20/2017,-0.2,3.2,6.7,35215.66667,,,,,,,,,
1/21/2017,-1.5,1.1,3.6,32867.66667,,,,,,,,,
1/22/2017,-3.1,0.6,4.4,32463.89583,,,,,,,,,
1/23/2017,-2.4,1.3,4.9,36784.16667,,,,,,,,,
1/24/2017,-1.8,3.4,8.6,35951.5,,,,,,,,,
1/25/2017,-0.4,2.6,5.6,36131.04167,,,,,,,,,
1/26/2017,-1.1,-0.1,1,37274.10417,,,,,,,,,
1/27/2017,-3.2,1.7,6.6,36871.60417,,,,,,,,,
1/28/2017,-1,3.5,7.9,31496.3125,,,,,,,,,
1/29/2017,1.1,4,7,31548.22917,,,,,,,,,
1/30/2017,2,4.7,7.4,35173.04167,,,,,,,,,
1/31/2017,4.6,7.4,10.2,35037.9375,,,,,,,,,
2/1/2017,5.5,8.4,11.3,33851.16667,,,,,,,,,
2/2/2017,7.9,9.7,11.5,32107.3125,,,,,,,,,
2/3/2017,5.7,7.7,9.6,32066.04167,,,,,,,,,
2/4/2017,1.3,5,8.7,30181.52083,,,,,,,,,
2/5/2017,1.1,3,4.9,30802.77083,,,,,,,,,
2/6/2017,-2,2.1,6.1,35176.35417,,,,,,,,,
2/7/2017,-0.6,4.9,10.4,34280.375,,,,,,,,,
2/8/2017,1.6,3.2,4.8,35735,,,,,,,,,
2/9/2017,0.7,1.2,1.8,36541.83333,,,,,,,,,
2/10/2017,0.4,1.6,2.9,36374.75,,,,,,,,,
2/11/2017,0.3,1.6,2.8,33108.25,,,,,,,,,
2/12/2017,0.7,2.4,4.1,31237.77083,,,,,,,,,
2/13/2017,1.5,5.5,9.5,32830.54167,,,,,,,,,
2/14/2017,1.9,5.5,9.2,34499.25,,,,,,,,,
2/15/2017,2.9,6.9,10.9,33830.54167,,,,,,,,,
2/16/2017,5.3,7.9,10.5,32243.91667,,,,,,,,,
2/17/2017,6.3,8.9,11.4,32407.85417,,,,,,,,,
2/18/2017,5.2,7.5,9.9,28491.29167,,,,,,,,,
2/19/2017,5.2,8.2,11.2,27863.41667,,,,,,,,,
2/20/2017,7.3,10.7,14.1,30294.97917,,,,,,,,,
2/21/2017,7.5,9.9,12.2,31025.97917,,,,,,,,,
2/22/2017,8.1,10,11.8,30725.02083,,,,,,,,,
2/23/2017,7.4,8.1,8.8,30917.58333,,,,,,,,,
2/24/2017,1.8,5.3,8.9,31515.95833,,,,,,,,,
2/25/2017,3.4,6.6,9.7,28260.89583,,,,,,,,,
2/26/2017,6.9,8.8,10.8,26955.39583,,,,,,,,,
2/27/2017,5.4,6.7,7.9,32410.41667,,,,,,,,,
2/28/2017,0.2,3.4,6.6,33020.41667,,,,,,,,,
3/1/2017,1.3,4.8,8.3,33085.375,,,,,,,,,
3/2/2017,3.6,6.8,9.9,31010.72917,,,,,,,,,
3/3/2017,4.5,7,9.4,32958.66667,,,,,,,,,
3/4/2017,5,8,11.1,28116.85417,,,,,,,,,
3/5/2017,3.9,6.5,9.2,27967.14583,,,,,,,,,
3/6/2017,1.6,5.8,9.9,31961.14583,,,,,,,,,
3/7/2017,2.2,6.3,10.4,32124.10417,,,,,,,,,
3/8/2017,4.8,8.5,12.2,31433.14583,,,,,,,,,
3/9/2017,6.4,9.8,13.1,29628.95833,,,,,,,,,
3/10/2017,5,8.6,12.2,31094.79167,,,,,,,,,
3/11/2017,7.8,10.9,14,27552.625,,,,,,,,,
3/12/2017,8.5,10.4,12.2,26895.08333,,,,,,,,,
3/13/2017,3.7,8.4,13.1,29511.6875,,,,,,,,,
3/14/2017,5.9,10.1,14.4,29782.35417,,,,,,,,,
3/15/2017,3.7,9.5,15.2,29390.72917,,,,,,,,,
3/16/2017,5.7,8.2,10.6,30033.52083,,,,,,,,,
3/17/2017,2.7,7.3,11.8,28919.47917,,,,,,,,,
3/18/2017,6,9.7,13.4,26109.25,,,,,,,,,
3/19/2017,9.5,11.5,13.5,24717.8125,,,,,,,,,
3/20/2017,9.3,10.1,10.9,29394.04167,,,,,,,,,
3/21/2017,2.6,6.2,9.8,28978.79167,,,,,,,,,
3/22/2017,3.2,5.8,8.4,31817.125,,,,,,,,,
3/23/2017,2.3,7,11.7,30312.4375,,,,,,,,,
3/24/2017,3.9,8.4,12.8,29546.04167,,,,,,,,,
3/25/2017,0.5,7.9,15.3,25205.89583,,,,,,,,,
3/26/2017,3.5,9.3,15,23723.10417,,,,,,,,,
3/27/2017,4,8,12,29428.29167,,,,,,,,,
3/28/2017,3.7,9.5,15.4,29652,,,,,,,,,
3/29/2017,6.3,10.2,14.1,29557.5625,,,,,,,,,
3/30/2017,11,15.1,19.2,27557.22917,,,,,,,,,
3/31/2017,10.7,13.4,16.1,26734.9375,,,,,,,,,
4/1/2017,7.6,11.1,14.7,24930.58333,,,,,,,,,
4/2/2017,3.9,9.1,14.2,24051.60417,,,,,,,,,
4/3/2017,3.1,9.4,15.7,27301.58333,,,,,,,,,
4/4/2017,8.3,10.7,13.2,28821.72917,,,,,,,,,
4/5/2017,3.4,7.9,12.4,27827.54167,,,,,,,,,
4/6/2017,2.6,7.9,13.3,27785.04167,,,,,,,,,
4/7/2017,3.5,8,12.6,27354.08333,,,,,,,,,
4/8/2017,1.6,10.6,19.5,23162.16667,,,,,,,,,
4/9/2017,6,13.7,21.4,21322.125,,,,,,,,,
4/10/2017,5.6,8.9,12.2,26409.22917,,,,,,,,,
4/11/2017,3.8,8.7,13.5,26247.91667,,,,,,,,,
4/12/2017,6.3,10,13.7,26601.35417,,,,,,,,,
4/13/2017,4.1,8,11.8,27397.89583,,,,,,,,,
4/14/2017,6,9.6,13.3,24704.5625,,,,,,,,,
4/15/2017,7.1,9.5,12,22127.41667,,,,,,,,,
4/16/2017,5.1,8.8,12.4,22527.95833,,,,,,,,,
4/17/2017,5.7,8.2,10.7,24171.77083,,,,,,,,,
4/18/2017,1.4,6.5,11.7,26464.125,,,,,,,,,
4/19/2017,2.9,7.9,12.8,27456.4375,,,,,,,,,
4/20/2017,6,10,14,28274.39583,,,,,,,,,
4/21/2017,6.9,10.2,13.5,27545.8125,,,,,,,,,
4/22/2017,5.7,10,14.3,23735.20833,,,,,,,,,
4/23/2017,2.9,8.5,14,22982.22917,,,,,,,,,
4/24/2017,4.5,8.3,12.1,27439.64583,,,,,,,,,
4/25/2017,-0.7,4.5,9.7,27763.10417,,,,,,,,,
4/26/2017,0.2,5,9.9,28796.3125,,,,,,,,,
4/27/2017,-0.2,5.5,11.2,29704.3125,,,,,,,,,
4/28/2017,5.1,8.8,12.5,28594.6875,,,,,,,,,
4/29/2017,4,8.8,13.6,24341.70833,,,,,,,,,
4/30/2017,7.9,11.8,15.7,22149.875,,,,,,,,,
5/1/2017,8.2,11.5,14.7,24096.75,,,,,,,,,
5/2/2017,5.3,11,16.8,27255.77083,,,,,,,,,
5/3/2017,4.4,8.9,13.3,27338.83333,,,,,,,,,
5/4/2017,7.8,11.8,15.8,26124.1875,,,,,,,,,
5/5/2017,5.2,10.5,15.9,24995.5625,,,,,,,,,
5/6/2017,6.8,10.1,13.5,24207.64583,,,,,,,,,
5/7/2017,5.9,11.8,17.8,22792.5625,,,,,,,,,
5/8/2017,3.9,8.3,12.7,26693.72917,,,,,,,,,
5/9/2017,5.8,9.3,12.7,27852.5625,,,,,,,,,
5/10/2017,0.6,8.8,17,26235.97917,,,,,,,,,
5/11/2017,4.8,12.4,20.1,26504.47917,,,,,,,,,
5/12/2017,9.5,12.8,16.1,27290.97917,,,,,,,,,
5/13/2017,10.2,13.8,17.3,22290.95833,,,,,,,,,
5/14/2017,9.8,13.9,18,21306.375,,,,,,,,,
5/15/2017,7.9,12.7,17.5,26727.125,,,,,,,,,
5/16/2017,12.2,15.8,19.4,26811.52083,,,,,,,,,
5/17/2017,12.3,13.4,14.5,28730.1875,,,,,,,,,
5/18/2017,6.5,11.4,16.3,26898.33333,,,,,,,,,
5/19/2017,7.8,11.6,15.5,26731.20833,,,,,,,,,
5/20/2017,5.6,10.3,15,22829.89583,,,,,,,,,
5/21/2017,8.2,13.3,18.5,21446.3125,,,,,,,,,
5/22/2017,9.6,16.1,22.6,24969.45833,,,,,,,,,
5/23/2017,10.9,15.4,19.9,26474.45833,,,,,,,,,
5/24/2017,11.1,17.1,23.1,25910.375,,,,,,,,,
5/25/2017,11,18.3,25.6,25370.14583,,,,,,,,,
5/26/2017,11.8,18.7,25.5,23814.95833,,,,,,,,,
5/27/2017,13.6,18.6,23.7,21319.9375,,,,,,,,,
5/28/2017,11.6,16,20.5,20741.95833,,,,,,,,,
5/29/2017,13.1,15.2,17.3,23273.41667,,,,,,,,,
5/30/2017,12,15.3,18.5,25038.5,,,,,,,,,
5/31/2017,9.5,15.5,21.5,25251.875,,,,,,,,,
6/1/2017,12.2,17.3,22.3,24309.75,,,,,,,,,
6/2/2017,12,15.7,19.4,25601.02083,,,,,,,,,
6/3/2017,10.2,14.5,18.9,20900.75,,,,,,,,,
6/4/2017,8.2,12.7,17.2,20528.70833,,,,,,,,,
6/5/2017,9.1,12.3,15.5,25116.875,,,,,,,,,
6/6/2017,9.3,12.1,14.9,24994.14583,,,,,,,,,
6/7/2017,9.7,13.6,17.5,24060.33333,,,,,,,,,
6/8/2017,10.9,14.4,17.9,25383.97917,,,,,,,,,
6/9/2017,10.6,14.8,19,24431.5,,,,,,,,,
6/10/2017,11.9,16.1,20.3,21523.27083,,,,,,,,,
6/11/2017,13.3,16.4,19.5,19583.47917,,,,,,,,,
6/12/2017,11.7,14.7,17.6,24194.8125,,,,,,,,,
6/13/2017,9.8,15.1,20.4,25670.375,,,,,,,,,
6/14/2017,10,17.2,24.3,25095.25,,,,,,,,,
6/15/2017,11.2,15.9,20.5,23990.33333,,,,,,,,,
6/16/2017,11.1,16.2,21.3,24137.625,,,,,,,,,
6/17/2017,13.5,20,26.6,21430.89583,,,,,,,,,
6/18/2017,12.5,20.2,27.9,21141.625,,,,,,,,,
6/19/2017,14.6,21.9,29.1,25981.95833,,,,,,,,,
6/20/2017,15.3,20.8,26.3,26182.66667,,,,,,,,,
6/21/2017,13.7,21.7,29.8,26231.47917,,,,,,,,,
6/22/2017,15.8,18,20.3,26233.41667,,,,,,,,,
6/23/2017,11.2,15.3,19.3,24434.14583,,,,,,,,,
6/24/2017,14.4,17.7,21,21563.22917,,,,,,,,,
6/25/2017,12.4,15.9,19.4,20974.3125,,,,,,,,,
6/26/2017,8.1,14.5,20.8,24799.10417,,,,,,,,,
6/27/2017,12.5,15.4,18.4,26553.375,,,,,,,,,
6/28/2017,12.3,13.1,13.8,26644.70833,,,,,,,,,
6/29/2017,9.9,13.1,16.3,26680.3125,,,,,,,,,
6/30/2017,10.1,14.6,19.1,25687,,,,,,,,,
7/1/2017,12.7,16.6,20.6,21277.72917,,,,,,,,,
7/2/2017,11.6,16.2,20.8,19930.79167,,,,,,,,,
7/3/2017,12.3,16.9,21.4,24857.54167,,,,,,,,,
7/4/2017,11.2,16.1,21,26088.625,,,,,,,,,
7/5/2017,10.8,17.9,25.1,25548,,,,,,,,,
7/6/2017,14.1,21,27.9,26146.39583,,,,,,,,,
7/7/2017,14,18.9,23.8,25746.6875,,,,,,,,,
7/8/2017,12.7,17.5,22.2,21861.9375,,,,,,,,,
7/9/2017,13.7,18.8,24,21467.54167,,,,,,,,,
7/10/2017,12.8,17.2,21.6,25829.72917,,,,,,,,,
7/11/2017,11.4,14.5,17.6,27147.1875,,,,,,,,,
7/12/2017,11.3,15.8,20.3,25082.5,,,,,,,,,
7/13/2017,11.8,16.8,21.7,25107.3125,,,,,,,,,
7/14/2017,12.7,15.7,18.7,24201.58333,,,,,,,,,
7/15/2017,12.6,16.7,20.9,22238.77083,,,,,,,,,
7/16/2017,15,18.6,22.2,21854.14583,,,,,,,,,
7/17/2017,9.6,16.9,24.2,24555.79167,,,,,,,,,
7/18/2017,13.1,19.3,25.5,25106.875,,,,,,,,,
7/19/2017,15.4,18.8,22.2,26684.25,,,,,,,,,
7/20/2017,12.9,15.9,18.9,25079.29167,,,,,,,,,
7/21/2017,11.3,15.9,20.4,24580.89583,,,,,,,,,
7/22/2017,11.1,14.9,18.7,22202.125,,,,,,,,,
7/23/2017,10.4,15.1,19.8,21474.85417,,,,,,,,,
7/24/2017,13.1,16.5,19.9,24304.1875,,,,,,,,,
7/25/2017,11,16.6,22.2,24945.6875,,,,,,,,,
7/26/2017,13.4,16.8,20.2,25192.4375,,,,,,,,,
7/27/2017,11.5,15.3,19.2,24231.97917,,,,,,,,,
7/28/2017,11.7,15.6,19.4,23846.4375,,,,,,,,,
7/29/2017,12.6,15.7,18.8,21906.39583,,,,,,,,,
7/30/2017,11.9,15.7,19.4,20270.10417,,,,,,,,,
7/31/2017,11.6,15.7,19.8,23402.85417,,,,,,,,,
8/1/2017,10.8,15.7,20.5,23918.5625,,,,,,,,,
8/2/2017,13,16.3,19.5,24914.02083,,,,,,,,,
8/3/2017,13.9,16.9,19.8,23226.60417,,,,,,,,,
8/4/2017,13.4,16.6,19.8,23025.83333,,,,,,,,,
8/5/2017,10.6,14.6,18.5,20907.9375,,,,,,,,,
8/6/2017,9.2,14.3,19.4,20125.3125,,,,,,,,,
8/7/2017,12.2,15.8,19.3,24786.4375,,,,,,,,,
8/8/2017,11.1,13.7,16.3,25696.5,,,,,,,,,
8/9/2017,11.4,14.4,17.4,25120.08333,,,,,,,,,
8/10/2017,8.3,13.8,19.3,24503.5,,,,,,,,,
8/11/2017,7.7,13.1,18.5,24281.64583,,,,,,,,,
8/12/2017,14.2,17.1,19.9,21504.4375,,,,,,,,,
8/13/2017,7.6,14.2,20.7,20631.3125,,,,,,,,,
8/14/2017,10,15.3,20.7,25038.27083,,,,,,,,,
8/15/2017,13.2,17.2,21.2,24431.41667,,,,,,,,,
8/16/2017,9,14.9,20.8,24558.375,,,,,,,,,
8/17/2017,14,18.2,22.3,24775.22917,,,,,,,,,
8/18/2017,12.8,15.5,18.2,23429.25,,,,,,,,,
8/19/2017,11,14.6,18.3,20346.20833,,,,,,,,,
8/20/2017,9.5,14.3,19.2,21538.1875,,,,,,,,,
8/21/2017,11.9,15.4,18.8,26197.0625,,,,,,,,,
8/22/2017,14.5,18.4,22.3,26335.22917,,,,,,,,,
8/23/2017,15.3,18.1,20.9,25951.33333,,,,,,,,,
8/24/2017,11.1,15.2,19.2,25162.60417,,,,,,,,,
8/25/2017,9.9,15.5,21.2,24614.89583,,,,,,,,,
8/26/2017,11.9,16.6,21.4,21869.29167,,,,,,,,,
8/27/2017,11.3,17.6,23.8,20456.8125,,,,,,,,,
8/28/2017,12.4,18.5,24.6,21068.6875,,,,,,,,,
8/29/2017,12.9,16.3,19.8,25930.52083,,,,,,,,,
8/30/2017,10.6,13.3,15.9,26331.83333,,,,,,,,,
8/31/2017,6.6,12.6,18.6,25604.10417,,,,,,,,,
9/1/2017,7.1,13.2,19.3,24557.1875,,,,,,,,,
9/2/2017,7,13.3,19.5,21774.10417,,,,,,,,,
9/3/2017,9.6,13.2,16.7,22216.89583,,,,,,,,,
9/4/2017,12.9,17.1,21.3,26774.3125,,,,,,,,,
9/5/2017,14.8,17,19.3,26861.91667,,,,,,,,,
9/6/2017,9.9,13.6,17.2,25697.47917,,,,,,,,,
9/7/2017,9.9,13.8,17.6,26170.58333,,,,,,,,,
9/8/2017,13,15.1,17.1,25591.75,,,,,,,,,
9/9/2017,9.5,13.2,16.9,22587.89583,,,,,,,,,
9/10/2017,7.6,11.6,15.6,22111,,,,,,,,,
9/11/2017,9.8,13.5,17.1,24688.14583,,,,,,,,,
9/12/2017,9.7,13.3,16.8,25222.875,,,,,,,,,
9/13/2017,10.3,13.2,16,24899.83333,,,,,,,,,
9/14/2017,7.4,11.7,16.1,26028.8125,,,,,,,,,
9/15/2017,6.8,11.1,15.3,26580.14583,,,,,,,,,
9/16/2017,6.9,10.7,14.5,24058.1875,,,,,,,,,
9/17/2017,6.9,11.8,16.8,23635.47917,,,,,,,,,
9/18/2017,8.7,12,15.2,27365.3125,,,,,,,,,
9/19/2017,5.3,10.5,15.8,27422.91667,,,,,,,,,
9/20/2017,7.5,12.9,18.3,27335.25,,,,,,,,,
9/21/2017,12.7,14.2,15.8,27589.1875,,,,,,,,,
9/22/2017,4.8,10.7,16.5,26454.16667,,,,,,,,,
9/23/2017,11.5,15.1,18.6,23782.89583,,,,,,,,,
9/24/2017,10.4,15.5,20.5,23263.97917,,,,,,,,,
9/25/2017,13.4,15.4,17.4,28354.27083,,,,,,,,,
9/26/2017,11.7,15.2,18.7,28073.14583,,,,,,,,,
9/27/2017,12.1,15.2,18.2,27662.10417,,,,,,,,,
9/28/2017,12.9,15.8,18.8,27278.72917,,,,,,,,,
9/29/2017,12.2,14.6,17,27062.25,,,,,,,,,
9/30/2017,9.2,12.7,16.2,24500.22917,,,,,,,,,
10/1/2017,11.5,14.4,17.3,23494.77083,,,,,,,,,
10/2/2017,12.3,13.8,15.3,25783.45833,,,,,,,,,
10/3/2017,8.1,11.4,14.6,26889.1875,,,,,,,,,
10/4/2017,8.3,11.7,15.2,27591.02083,,,,,,,,,
10/5/2017,10.6,13,15.4,26184.22917,,,,,,,,,
10/6/2017,5.6,10,14.5,27088.5625,,,,,,,,,
10/7/2017,9.1,12.4,15.7,24506.45833,,,,,,,,,
10/8/2017,8.8,12.5,16.2,24673.14583,,,,,,,,,
10/9/2017,10.7,13.1,15.5,28675.10417,,,,,,,,,
10/10/2017,11.6,14.2,16.8,27749.29167,,,,,,,,,
10/11/2017,12.5,14.1,15.6,27292.97917,,,,,,,,,
10/12/2017,8.8,12.8,16.9,27425.625,,,,,,,,,
10/13/2017,10.9,14.9,19,26936.20833,,,,,,,,,
10/14/2017,15.2,17.2,19.2,24251.83333,,,,,,,,,
10/15/2017,10.7,14.7,18.7,23635.04167,,,,,,,,,
10/16/2017,12.3,16.4,20.5,27114.08333,,,,,,,,,
10/17/2017,9.7,12.2,14.8,27642.875,,,,,,,,,
10/18/2017,8.7,11.2,13.7,29911.79167,,,,,,,,,
10/19/2017,10.1,12.7,15.3,29551.79167,,,,,,,,,
10/20/2017,10.9,12.5,14.1,27782.97917,,,,,,,,,
10/21/2017,10.4,12.2,13.9,23515.0625,,,,,,,,,
10/22/2017,8.6,10.5,12.4,23229.41667,,,,,,,,,
10/23/2017,8.5,12,15.5,29281.91667,,,,,,,,,
10/24/2017,11.4,14.2,17.1,28396.77083,,,,,,,,,
10/25/2017,11.8,13.9,16,27814.97917,,,,,,,,,
10/26/2017,7.3,10.3,13.4,29641,,,,,,,,,
10/27/2017,5.7,9.7,13.7,27851.41667,,,,,,,,,
10/28/2017,5.3,9.9,14.5,23835.6875,,,,,,,,,
10/29/2017,8.9,10.8,12.7,24388.41667,,,,,,,,,
10/30/2017,0.7,6,11.3,30197.6875,,,,,,,,,
10/31/2017,2.8,7.9,13,30279.77083,,,,,,,,,
11/1/2017,7.7,10.8,13.9,30210.3125,,,,,,,,,
11/2/2017,4,7.8,11.6,31106.70833,,,,,,,,,
11/3/2017,6.9,9.7,12.5,30444.9375,,,,,,,,,
11/4/2017,8.4,10.3,12.2,26876.04167,,,,,,,,,
11/5/2017,3.1,6.3,9.5,26208.6875,,,,,,,,,
11/6/2017,-0.5,5.3,11.1,31307.41667,,,,,,,,,
11/7/2017,3.9,7.7,11.4,31573.83333,,,,,,,,,
11/8/2017,1.3,5.8,10.3,32147.20833,,,,,,,,,
11/9/2017,1.8,7.7,13.5,31873.72917,,,,,,,,,
11/10/2017,5.8,8.1,10.5,29606.33333,,,,,,,,,
11/11/2017,6,7.6,9.2,28775.14583,,,,,,,,,
11/12/2017,4.2,5.8,7.5,26698.1875,,,,,,,,,
11/13/2017,-0.6,4.3,9.1,33170.875,,,,,,,,,
11/14/2017,1.4,6.5,11.6,32958.1875,,,,,,,,,
11/15/2017,7.9,9.8,11.8,32817.14583,,,,,,,,,
11/16/2017,8.4,10.2,11.9,31469.0625,,,,,,,,,
11/17/2017,-0.7,4.1,8.8,31959.66667,,,,,,,,,
11/18/2017,1.5,4.8,8.1,29026.1875,,,,,,,,,
11/19/2017,0.8,5.5,10.3,28953.25,,,,,,,,,
11/20/2017,2.1,7.4,12.7,31751.35417,,,,,,,,,
11/21/2017,10.1,11.7,13.3,31212.29167,,,,,,,,,
11/22/2017,10.5,12.8,15,29762.52083,,,,,,,,,
11/23/2017,5.6,7.6,9.6,30135.8125,,,,,,,,,
11/24/2017,1.3,4.7,8.1,32317.33333,,,,,,,,,
11/25/2017,-0.8,2.6,6,29694.25,,,,,,,,,
11/26/2017,1.2,5.5,9.7,29169.5,,,,,,,,,
11/27/2017,2.5,5.7,8.9,32555.60417,,,,,,,,,
11/28/2017,2.2,4.2,6.2,33693.6875,,,,,,,,,
11/29/2017,0.3,3.1,5.8,34174.10417,,,,,,,,,
11/30/2017,-1.2,1.1,3.4,34515.22917,,,,,,,,,
12/1/2017,0,2.8,5.5,34465.29167,,,,,,,,,
12/2/2017,1.6,4.9,8.3,31985.91667,,,,,,,,,
12/3/2017,3.1,6.4,9.8,30094.75,,,,,,,,,
12/4/2017,1.6,5.2,8.8,33834.04167,,,,,,,,,
12/5/2017,5.5,6.7,8,33852,,,,,,,,,
12/6/2017,6.5,9.1,11.8,32364.97917,,,,,,,,,
12/7/2017,7.6,9,10.5,31625.02083,,,,,,,,,
12/8/2017,0.8,1.9,3,33249.77083,,,,,,,,,
12/9/2017,-1.7,0.3,2.2,32599.52083,,,,,,,,,
12/10/2017,-1,0.1,1.2,32567.22917,,,,,,,,,
12/11/2017,-1.3,0.3,1.8,36237.625,,,,,,,,,
12/12/2017,-6.2,-0.4,5.5,37033.3125,,,,,,,,,
12/13/2017,-4.7,0.9,6.5,35483,,,,,,,,,
12/14/2017,1.9,3.9,5.9,35082.5625,,,,,,,,,
12/15/2017,0.8,3,5.3,34679.625,,,,,,,,,
12/16/2017,-1.3,1.5,4.3,32801.66667,,,,,,,,,
12/17/2017,-1.4,4.1,9.5,32187.95833,,,,,,,,,
12/18/2017,0.5,3.3,6.1,35160.1875,,,,,,,,,
12/19/2017,-0.7,3.8,8.4,35825.5625,,,,,,,,,
12/20/2017,2.3,6.5,10.8,34255.375,,,,,,,,,
12/21/2017,7.6,9.2,10.8,33084.10417,,,,,,,,,
12/22/2017,7.8,9,10.2,31026.29167,,,,,,,,,
12/23/2017,7.1,8.4,9.6,27609.22917,,,,,,,,,
12/24/2017,7.2,8.7,10.3,25695.47917,,,,,,,,,
12/25/2017,8.5,9.7,10.9,23755.45833,,,,,,,,,
12/26/2017,2,4.2,6.4,25082.04167,,,,,,,,,
12/27/2017,0.7,2,3.3,29117.33333,,,,,,,,,
12/28/2017,-1.1,2.1,5.4,30486.35417,,,,,,,,,
12/29/2017,-1.8,4.2,10.2,30395.60417,,,,,,,,,
12/30/2017,3,7.7,12.3,27518.83333,,,,,,,,,
12/31/2017,7.3,8.5,9.8,25682.29167,,,,,,,,,
1/1/2018,3.6,5.4,7.3,26426.25,,,,,,,,,
1/2/2018,2.6,6.8,11,32155.64583,,,,,,,,,
1/3/2018,4,6.6,9.3,31515.5625,,,,,,,,,
1/4/2018,5.3,7.9,10.5,32892.625,,,,,,,,,
1/5/2018,2.3,4.5,6.8,33564.14583,,,,,,,,,
1/6/2018,-1.3,2.1,5.5,30697.6875,,,,,,,,,
1/7/2018,0.1,2.5,4.9,29874.27083,,,,,,,,,
1/8/2018,-0.4,1.6,3.7,35388.77083,,,,,,,,,
1/9/2018,1.1,4,7,35955.58333,,,,,,,,,
1/10/2018,2.7,5.1,7.5,34583.3125,,,,,,,,,
1/11/2018,0.4,3.1,5.8,35088.89583,,,,,,,,,
1/12/2018,2.4,4.5,6.7,34518.64583,,,,,,,,,
1/13/2018,4.3,5.5,6.7,30777.20833,,,,,,,,,
1/14/2018,2.7,5.6,8.6,30559.58333,,,,,,,,,
1/15/2018,2.9,6.3,9.7,32466.54167,,,,,,,,,
1/16/2018,3.1,4.4,5.7,33119.85417,,,,,,,,,
1/17/2018,1,5.5,10.1,33563.25,,,,,,,,,
1/18/2018,2.5,4.5,6.5,33682.22917,,,,,,,,,
1/19/2018,-0.2,2.7,5.7,33609.04167,,,,,,,,,
1/20/2018,0.2,1.5,2.9,32399.3125,,,,,,,,,
1/21/2018,-0.1,4.4,8.9,31807.39583,,,,,,,,,
1/22/2018,0.5,5.1,9.7,33183.79167,,,,,,,,,
1/23/2018,5.7,9.1,12.5,32082.72917,,,,,,,,,
1/24/2018,8.2,9.8,11.5,31928.04167,,,,,,,,,
1/25/2018,4.1,6.4,8.6,32576,,,,,,,,,
1/26/2018,2.1,5.1,8.1,33764.60417,,,,,,,,,
1/27/2018,1.6,6.2,10.9,29577.72917,,,,,,,,,
1/28/2018,5.3,8.9,12.6,27291.35417,,,,,,,,,
1/29/2018,8.5,9.3,10.2,31547.02083,,,,,,,,,
1/30/2018,-0.4,4,8.4,33526.5,,,,,,,,,
1/31/2018,1.7,4.2,6.8,32153.52083,,,,,,,,,
2/1/2018,1.4,4.1,6.8,32586.5625,,,,,,,,,
2/2/2018,1.8,4.4,7,33022.29167,,,,,,,,,
2/3/2018,1.5,2.5,3.5,31680.14583,,,,,,,,,
2/4/2018,1,3.1,5.3,30247.66667,,,,,,,,,
2/5/2018,0.2,2,3.8,35377.22917,,,,,,,,,
2/6/2018,-0.6,1,2.6,35870,,,,,,,,,
2/7/2018,-3.1,0.6,4.2,35199.9375,,,,,,,,,
2/8/2018,-2.5,2.4,7.3,34446.0625,,,,,,,,,
2/9/2018,1.4,3.4,5.3,33178.60417,,,,,,,,,
2/10/2018,-1.2,4.1,9.3,30784.64583,,,,,,,,,
2/11/2018,1.3,3.1,5,27962.85417,,,,,,,,,
2/12/2018,-0.9,2.7,6.3,33162,,,,,,,,,
2/13/2018,1.4,3.1,4.7,34196.72917,,,,,,,,,
2/14/2018,-2.2,2.5,7.3,34775.64583,,,,,,,,,
2/15/2018,1.8,5,8.2,31891.33333,,,,,,,,,
2/16/2018,0.1,4.4,8.7,32308.97917,,,,,,,,,
2/17/2018,1.6,5.4,9.2,29574.25,,,,,,,,,
2/18/2018,2.1,5.4,8.8,29662.27083,,,,,,,,,
2/19/2018,5,7.9,10.8,33513.79167,,,,,,,,,
2/20/2018,5.6,7.5,9.4,31629.1875,,,,,,,,,
